,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact
993,994,Arabica,obed rendon ponce,Mexico,"san ferdo, chiapas",,"san ferdo, chiapas",0,cafetera el grans.a. c.v.,1650,san ferdo,MEDINA PEDRERO PRODUCTOS AGR C,100,1 kg,AMECAFE,2012,"Sep 14, 2012",OBED RENDON PONCE,Typica,Washed   Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,0.13,5,0.0,,16,"Sep 14, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
994,995,Arabica,diego manuel woolrich ramirez,Mexico,cafetal sinai,,cafetal sinai,"1405833052, 1405833062",,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ,",30,1 kg,AMECAFE,2012,"Sep 04, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed   Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,0,0.0,Green,2,"Sep 04, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
995,996,Arabica,gerardo herdez valderrabano,Mexico,,,santa maria siltepec,1955,comercializadora profesional m,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMECAFE,2012,"Aug 30, 2012",GERARDO HERNANDEZ VALDERRABANO,Typica,Washed   Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,0,0.0,Green,5,"Aug 30, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
996,997,Arabica,balbino ramirez flores,Mexico,el desmoronado,,el desmoronado,0,,1200,talpa allende,BALBINO RAMIREZ FLORES,15,1 kg,AMECAFE,2012,"Jul 03, 2012",BALBINO RAMIREZ FLORES,Typica,Washed   Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,0.1,0,0.0,Green,1,"Jul 03, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
997,998,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,2200304,kpfc,,,,2,100 lbs,Specialty Coffee Association,2012,"Feb 13, 2012",Kona Pacific Farmers Cooperati,Hawaiian Kona,Washed   Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,0,0.0,Blue Green,0,"Feb 12, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
998,999,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,43104350   K25247,dry mill,002 4542 0044,bourbon specialty coffees,,grama valley,GABRIEL CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Associ,,"Jan 16, 2018",BOURBON SPECIALTY COFFEES,Bourbon,Pulped natural   honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,0,6.0,Green,9,"Jan 16, 2019",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
999,1000,Arabica,consejo salvadore o del caf ,El Salvador,santa josefita,1 198,beneficio cuzcachapa,09 030 273,soc. coop. cuzcachapa r.l.,1450,apaneca,"Balcanes Coffee Estates, S.A. ",100,69 kg,Salvadoran Coffee Council,2017,"Aug 28, 2017",Consejo Salvadore o del Caf ,Bourbon,Washed   Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,0,2.0,Green,6,"Aug 28, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf5389,27b21e368fb8291cbea02c60623fe6
1000,1001,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,43103820   K24258   030 16,dry mill,002 4542 0966,bourbon specialty coffees,,grama valley,GABRIEL CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Associ,2016   2017,"Sep 09, 2016",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Pulped natural   honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,0,2.0,Bluish Green,3,"Sep 09, 2017",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
1001,1002,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11 23 0506,beneficio ixchel,11 23 0506,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,120,69 kg,Asociacion Nacional Del Caf ,2016,"Aug 02, 2016",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,0,0.0,Green,8,"Aug 02, 2017",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
1002,1003,Arabica,racafe   cia s.c.a,Colombia,,3 37 4378,bachue,3 37 4378,racafe   cia s.c.a,1600,guayata,,43,70 kg,Almacaf ,2016,"Jul 22, 2016",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.0,0,4.0,Green,4,"Jul 22, 2017",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
1003,1004,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11 23 0706,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Caf ,2015,"Jul 23, 2015",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,Green,1,"Jul 22, 2016",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
1004,1005,Arabica,"lin, che hao kru   ",Taiwan,jing jing caf           ,,jing jing caf           ,Taiwan,taiwan coffee laboratory,758m,"dongshan dist., tai city   ",HU KUEI CHING    ,10,5 kg,Specialty Coffee Association,2015,"May 06, 2015","Lin, Che Hao Kru   ",Typica,Washed   Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,Bluish Green,0,"May 05, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1005,1006,Arabica,mayra yessenia torres,Honduras,el cerron,,,13 132 92,"olam honduras, s.a.",1350 snn,san marcos,NELSON MELGAR   REGINO MELGAL,275,18975 kg,Instituto Hondure o del Caf ,2014,"Jan 26, 2015",Mayra Yessenia Torres,Caturra,Natural   Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,Green,1,"Jan 26, 2016",Instituto Hondure o del Caf ,b4660a57e9f8cc613ae5b8f02bfce8,7f521ca403540f81ec99daec7da19c
1006,1007,Arabica,bourbon specialty coffees,Brazil,,,,002 4542 0275,bourbon specialty coffees,,cerrado,,300,60 kg,Brazil Specialty Coffee Associ,2014,"Jan 15, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Natural   Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,0,0.0,Green,0,"Jan 15, 2016",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
1007,1008,Arabica,mlimani ngarashi,"Tanzania, United Republic Of",rural cooperative society,,rafiki (coffee) limited,C23,mlimani ngarashi,1525 m,arusha,Mlimani Ngarashi,1,60 kg,Africa Fine Coffee Association,2014,"Dec 15, 2014",Mlimani Ngarashi,,Washed   Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,Green,5,"Dec 15, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e5,c4ab13415cdd69376a93780c0166e7
1008,1009,Arabica,kyagalanyi ltd,Uganda,kapchorwa,,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1700,eastern,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Auth,2013,"Jun 30, 2014",Kyagalanyi Ltd,SL14,Natural   Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,0,0.0,Green,3,"Jun 30, 2015",Uganda Coffee Development Auth,188fe373b511e21f614564bf86aa47,b7614767a5343729bbde3a2777c60c
1009,1010,Arabica,cqi taiwan icp cqi      ,Taiwan,taiwan hao ka       ,,taiwan hao ka       ,,blossom valley    ,1100 m,tou,Zhou hong xiu    ,10,30 kg,Blossom Valley International,2013 2014,"Dec 26, 2013",CQI Taiwan ICP CQI      ,Typica,Semi washed   Semi pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,Green,0,"Dec 26, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1010,1011,Arabica,doi tung development project,Thailand,doi tung development project,,doi tung development project,10589010,doi tung development project,800  ,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"May 29, 2013",Doi Tung Development Project,,Washed   Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,0,0.0,Green,3,"May 29, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1011,1012,Arabica,alejandro garcia palacios,Mexico,finca el gavilancillo,,finca la fortuna,1506558878,industrializadora kaffee andes,950,"motozintla, chiapas",MARTHA PALACIOS,10,1 kg,AMECAFE,2012,"Sep 11, 2012",ALEJANDRO GARCIA PALACIOS,,Washed   Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,0,0.0,Green,12,"Sep 11, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
1012,1013,Arabica,organizaciones productores caf,Mexico,,,organizacion union ejidos adol,2671,organizaciones productores caf,1100,adolfo lopez mateos,COOP,200,1 kg,AMECAFE,2012,"Jul 03, 2012",ORGANIZACIONES PRODUCTORES CAF,Typica,Washed   Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,0,0.0,Green,8,"Jul 03, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
1013,1014,Arabica,cqi taiwan icp cqi      ,Taiwan,    ,1,non,,    ,200,taiwan,   ,150,1 kg,Blossom Valley International,2017,"Dec 08, 2017",CQI Taiwan ICP CQI      ,,Washed   Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.0,0,0.0,Blue Green,0,"Dec 08, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1014,1015,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11 23 0689,beneficio ixchel,11 23 0689,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Caf ,2017,"Aug 23, 2017",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0.0,Green,2,"Aug 23, 2018",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
1015,1016,Arabica,lydiah mwangi,Kenya,thiririka maara,CN 70741,ckcm nkg,,c dorman ltd,1600,kiambu,thiririka Thima,150,60 kg,Kenya Coffee Traders Associati,2017,"Jul 07, 2017",Lydiah Mwangi,SL28,Washed   Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,0,0.0,Green,3,"Jul 07, 2018",Kenya Coffee Traders Associati,ccba45b89d859740b749878be8c6d1,d752c909a015f3c76224b3c5cc520f
1016,1017,Arabica,grupo santab s.a c.v.,Mexico,finca monte az l,240LVCF,cafetal la ordu a,,grupo santab s.a. c.v.,1100,veracruz,Jose Oscar Garza Sardaneta,240,69 kg,Centro Agroecol gico del Caf  ,2017,"May 12, 2017",Grupo Santab S.A C.V.,Bourbon,Washed   Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,0,0.0,Green,11,"May 12, 2018",Centro Agroecol gico del Caf  ,3b8dfdd621590b424ff64e0b76df7d,d470dc009281519e30da6ead1c649f
1017,1018,Arabica,min hlaing,Myanmar,sithar coffee farm,,local made,unspecified,"sithar coffee co., ltd.",3500 ft,pyinoolwin,Min Hlaing,2,2 kg,Coffee Quality Institute,2015,"Jul 17, 2015",Min Hlaing,,,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.0,0,0.0,,5,"Jul 16, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc,0f62c9236e3ff5c4921da1e22a350a
1018,1019,Arabica,eileen koyanagi,United States (Hawaii),,,,KP121714,kona pacific farmers cooperati,,kona,,7,100 lbs,Specialty Coffee Association,2014,"Jan 13, 2015",Eileen Koyanagi,Hawaiian Kona,Natural   Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,2,0.0,Bluish Green,5,"Jan 13, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1019,1020,Arabica,karatu estate,"Tanzania, United Republic Of",karatu estate,,karatu estate,C002,karatu estate,1700,"manyara, karatu",Karatu Estate,250,60 kg,Africa Fine Coffee Association,2014,"Dec 18, 2014",Karatu Estate,,Washed   Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,Green,0,"Dec 18, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e5,c4ab13415cdd69376a93780c0166e7
1020,1021,Arabica,jacques pereira carneiro,Brazil,sertao farm,,cafeco 3,002 135 2 0075,exportadora caf s carmo minas ,1200,mantiqueira minas,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Associ,2014 2015,"Dec 16, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Natural   Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,Green,8,"Dec 16, 2015",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
1021,1022,Arabica,cqi taiwan icp cqi      ,Taiwan,     ,,     ,Taiwan  ,    ,550  ,    ,   ,10,60 kg,Blossom Valley International,2014,"Nov 23, 2014",CQI Taiwan ICP CQI      ,Typica,Washed   Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,0,0.0,Green,0,"Nov 23, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1022,1023,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002 1660 0065,ipanema coffees,1100,south of minas,Ipanema Agr cola SA,320,2 kg,Specialty Coffee Association,2014 2015,"Oct 16, 2014",Ipanema Coffees,Bourbon,Natural   Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,0,0.0,,0,"Oct 16, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1023,1024,Arabica,chris finch,Nicaragua,,,,17 009 0057,volcafe specialty coffee,between 700 and 1400 meters,matagalpa,,275,1 lbs,Specialty Coffee Association,2013,"Jul 16, 2014",Chris Finch,Caturra,Washed   Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,1,0.0,Green,3,"Jul 16, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1024,1025,Arabica,juan luis alvarado romero,Guatemala,el morito,,el morito,11 972 29,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Caf ,2014,"Jun 10, 2014",Juan Luis Alvarado Romero,Pacas,Washed   Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,2,0.0,Green,5,"Jun 10, 2015",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
1025,1026,Arabica,cqi taiwan icp cqi      ,Taiwan,bi yun si shi yi         ,,bi yun si shi yi         ,,blossom valley    ,900 m,taichung taiping       ,Lu bi yun   ,35,30 kg,Blossom Valley International,2013 2014,"Dec 26, 2013",CQI Taiwan ICP CQI      ,Typica,Washed   Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,,0,"Dec 26, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1026,1027,Arabica,cqi taiwan icp cqi      ,Taiwan,bai he lin coffee        ,,bai he lin coffee        ,,blossom valley    ,688 m,tou,Ding jin cai    ,5,30 kg,Blossom Valley International,2013 2014,"Dec 26, 2013",CQI Taiwan ICP CQI      ,Typica,,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0,0.0,Green,0,"Dec 26, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1027,1028,Arabica,cqi taiwan icp cqi      ,Taiwan,heng lu coffee     ,,heng lu coffee     ,,blossom valley    ,300 m,new taipei zhonghe       ,Lu xing hui    ,10,20 kg,Blossom Valley International,2013 2014,"Dec 26, 2013",CQI Taiwan ICP CQI      ,Typica,Washed   Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,Green,0,"Dec 26, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1028,1029,Arabica,eduardo luis augusto velazquez,Mexico,"olotlan, el plan, criollo garn",,"ixhuatlan del caf , ver.",1104386282,,1186,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ,60,1 kg,AMECAFE,2012,"Jul 11, 2012",EDUARDO LUIS AUGUSTO VELAZQUEZ,Typica,Washed   Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,0,0.0,Green,12,"Jul 11, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
1029,1030,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,3,1 lbs,Specialty Coffee Association,,"Apr 13, 2010",Doi Tung Development Project,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0.0,0,0.0,,0,"Apr 13, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1030,1031,Arabica,cqi taiwan icp cqi      ,Laos,savan coffee bean,201601,,,    ,1300,"paksong,laos","Paksong,Laos",20,50 kg,Blossom Valley International,2016,"Jun 22, 2017",CQI Taiwan ICP CQI      ,Catimor,Washed   Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.0,0,0.0,Green,0,"Jun 22, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1031,1032,Arabica,the coffee source inc.,Guatemala,several,,several,11 873 054,the coffee source inc.,1200,orient,several,250,1 kg,Specialty Coffee Association o,2013,"May 26, 2014",The Coffee Source Inc.,Caturra,Washed   Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0.0,Green,1,"May 26, 2015",Specialty Coffee Association o,8e0b118f3cf3121ab27c5387deacdb,5eb2b7129d9714c43825e44dc3bca9
1032,1033,Arabica,luis roberto fermoso beltran,Mexico,la victoria pante nubes,,predio santo domingo,1506717737,productora rural la victoria s,1210,motozintla,DOMINGO MUGUIRA REVUELTA,15,1 kg,AMECAFE,2012,"Aug 30, 2012",LUIS ROBERTO FERMOSO BELTRAN,Catuai,Semi washed   Semi pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0.0,Green,7,"Aug 30, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
1033,1034,Arabica,jose manuel vergara cortes,Mexico,finca santa clara,,"finca santa clara, localidad z",0,caf  san blas,1100,oaxaca,JUAN JOSE CASAS BLANCO,30,1 kg,AMECAFE,2012,"Aug 29, 2012",JOSE MANUEL VERGARA CORTES,Typica,Washed   Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0.0,Green,3,"Aug 29, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
1034,1035,Arabica,christina dusing,Mexico,selva negra,,ecc beneficio veracruz,1201255296,,100,veracruz,MOISES GUILLERMO CARRERA MONTE,100,1 kg,AMECAFE,2012,"Jul 03, 2012",CHRISTINA DUSING,Bourbon,Washed   Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0.0,Green,1,"Jul 03, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
1035,1036,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,2200303,cqi,,kona,,7,100 lbs,Specialty Coffee Association,2012,"Feb 23, 2012",Kona Pacific Farmers Cooperati,Hawaiian Kona,Washed   Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,2,0.0,Blue Green,0,"Feb 22, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
1036,1037,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boza   armenia q,3 068 0123,,1800 m.s.n.m,huila,Exportadora Caf  C ndor S.A,250,70 kg,Almacaf ,4T 2010,"Jan 25, 2011",Exportadora Cafe Condor S.A,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,0,0.0,,1,"Jan 25, 2012",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
1037,1038,Arabica,bourbon specialty coffees,Brazil,castelhana farm,,,002 4542 0021,bourbon specialty coffees,,monte carmelo,DIOGO TUDELA NETO,320,60 kg,Brazil Specialty Coffee Associ,2015 2016,"Oct 08, 2015",BOURBON SPECIALTY COFFEES,,Natural   Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.0,0,0.0,Green,1,"Oct 07, 2016",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
1038,1039,Arabica,u soe,Myanmar,myaing,,,Unspecified,,3825,ywar ngan,U Soe,1,2 kg,Coffee Quality Institute,2015,"Jul 17, 2015",U Soe,Catuai,Washed   Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,0,0.0,Green,2,"Jul 16, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc,0f62c9236e3ff5c4921da1e22a350a
1039,1040,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua san,11 52 841,exportcafe,5440 5760 metros,huehuetego,OTTONIEL VILLATORO LOPEZ,275,69 kg,Asociacion Nacional Del Caf ,2015,"Jun 18, 2015",Juan Luis Alvarado Romero,Caturra,Washed   Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0.0,Green,1,"Jun 17, 2016",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
1040,1041,Arabica,comercial internacional export,Nicaragua,cafetales santa matilde,,beneficio san carlos,017 001 1066,comercial internacional export,1100.00 mosl,jinotega,ROLANDO LACAYO,275,69 kg,Asociaci n Caf s Especiales Ni,2015,"May 28, 2015",COMERCIAL INTERNACIONAL EXPORT,,Washed   Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,5,"May 27, 2016",Asociaci n Caf s Especiales Ni,fc561dd3c2eee024b032933e0a97b4,f79a8d4dee92a80ff14025f03ea34f
1041,1042,Arabica,bismarck castro,Honduras,juan damaso,,cigrah sps,13 111 083,cigrah s.a c.v,1450 masl,"siguatepeque, comayagua",La Gran Manzana,275,1 kg,Instituto Hondure o del Caf ,2015,"May 25, 2015",Bismarck Castro,Caturra,Natural   Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,Green,2,"May 24, 2016",Instituto Hondure o del Caf ,b4660a57e9f8cc613ae5b8f02bfce8,7f521ca403540f81ec99daec7da19c
1042,1043,Arabica,essencecoffee,Panama,elida estate,,elida estate,290503,essence coffee,1680m,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23, 2015",EssenceCoffee,Caturra,,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0.0,Green,4,"May 22, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
1043,1044,Arabica,cadexsa,Honduras,bethel,,cadexsa,13 63 318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondure o del Caf ,2015,"May 22, 2015",CADEXSA,Catuai,Washed   Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,Green,2,"May 21, 2016",Instituto Hondure o del Caf ,b4660a57e9f8cc613ae5b8f02bfce8,7f521ca403540f81ec99daec7da19c
1044,1045,Arabica,,Honduras,los hicaques,,cigrah,13 111 035,cigrah,1450 mals,central region,Reinerio Zepeda,275,1 kg,Instituto Hondure o del Caf ,2015,"Mar 11, 2015",,Catuai,Natural   Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,Green,1,"Mar 10, 2016",Instituto Hondure o del Caf ,b4660a57e9f8cc613ae5b8f02bfce8,7f521ca403540f81ec99daec7da19c
